id,title,titre,department,ministere,downloads_telechargements,month_mois,year_annee
eaeb269c-6ac5-4429-a5aa-1fcc07c77933,Algorithmic Impact Assessment - Client Reporting and Engagement System (CRES)/ReportIn,Évaluation d’incidence algorithmique - Système de Rapports et d’engagement des Clients (SREC)/JeMePrésente,Canada Border Services Agency,Agence des services frontaliers du Canada,6,11,2024
f95dbd40-1236-428c-acd1-25b7559686be,Family Class Spouses and Partners Overseas Applications,Demandes des époux et des conjoints de la catégorie du regroupement familial à l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",6,11,2024
00df4861-94fc-4d78-8ad4-0aa8cc8bb46e,GC HR and Pay - Deputy Minister Sponsoring Group,RH et paye du GC - Groupe de parrainage des sous-ministres,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,5,11,2024
791de1ec-7fc8-48f1-a4e4-8bbaebc67080,"Single Window Initiative, Integrated Import Declaration (IID) - Regulated Commodities - Data Element Matching Criteria Table","Initiative du guichet unique, Déclaration intégrée des importations (DII) - Marchandises réglementées — tables de critères de correspondance des éléments de données",Canada Border Services Agency,Agence des services frontaliers du Canada,515,10,2024
60236652-5aa7-4452-b2e1-7f96197e927a,Policies - Temporary Foreign Worker Program,Politiques - Programme des travailleurs étrangers temporaires,Employment and Social Development Canada,Emploi et Développement social Canada,404,10,2024
00df4861-94fc-4d78-8ad4-0aa8cc8bb46e,GC HR and Pay - Deputy Minister Sponsoring Group,RH et paye du GC - Groupe de parrainage des sous-ministres,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,109,10,2024
06d31e10-a2a8-4d53-9ff3-567714a0a9f3,Canadian Charter of Rights and Freedoms in various languages,Charte canadienne des droits et libertés en différentes langues,Canadian Heritage,Patrimoine canadien,56,10,2024
20e546a9-f626-4e14-bdac-56f6803daf5b,GC HR and Pay - Unified Actions for Pay,RH et paye du GC – Actions unifiées pour la paye,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,35,10,2024
5abd4282-d5b0-4ac5-ac78-7210a61befdf,Canadian Charter of Rights and Freedoms in Indigenous languages,Charte canadienne des droits et libertés en langues autochtones,Canadian Heritage,Patrimoine canadien,23,10,2024
8b05da69-98c3-4cc9-8eee-ce6f5378dda9,State of the Canadian Space Sector,État du secteur spatial canadien,Canadian Space Agency,Agence spatiale canadienne,21,10,2024
0968ddc5-710e-4388-b379-184764df6f4c,Darlington New Nuclear Project - Information and Reports,Projet de nouvelle centrale nucléaire de Darlington -  Informations et rapports,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,19,10,2024
e23241b9-36fa-4b02-968c-af7fed60ec03,GC HR and Pay - Program Management Committee,RH et paye du GC – Comité de gestion du programme,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,19,10,2024
5ffbcbbc-6815-4b58-a9a3-e179dfb49a3c,Canadian Space Agency (CSA) Annual Reports to Parliament on the Administration of the Privacy Act,Rapports annuels de l'Agence spatiale canadienne (ASC) au Parlement sur l'administration de la Loi sur la protection des renseignements personnels,Canadian Space Agency,Agence spatiale canadienne,13,10,2024
66c24181-b6d5-445c-8d92-fda6a8294a5a,Pre-approved Routine Impact Assessments,Évaluation d’impact courante préapprouvée,Parks Canada,Parcs Canada,12,10,2024
ef0e0f90-c30c-4dce-810f-3a64f1115e78,GC HR and Pay – Quarterly Update Events,RH et paye du GC – Mises à jour trimestrielles,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,12,10,2024
17f69360-123a-4bd2-8eef-bba94468071f,"Immigration, Refugees and Citizenship Canada Glossaries","Glossaires d’Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",11,10,2024
b4a417f7-5040-4328-9863-bb8bbb8568c3,International Experience Canada Work Permit Eligibility Model,Modèle de recevabilité du permis de travail d’Expérience internationale Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",11,10,2024
be6d0390-258d-4f1e-87ac-54c6fb8b72c7,Canadian Space Agency (CSA) Annual Reports to Parliament on the Administration of the Access to Information Act,Rapports annuels de l'Agence spatiale canadienne (ASC) au Parlement sur l'administration de la Loi sur l'accès à l'information,Canadian Space Agency,Agence spatiale canadienne,11,10,2024
3abb5c74-3bbf-4647-b1c1-fe8390e98223,The Criminal Code of Canada,Le Code criminel du Canada,Department of Justice Canada,Ministère de la Justice Canada,10,10,2024
3d660210-da7f-4223-938a-fdc2e691f52b,GC HR and Pay – AI Virtual Assistant,RH et paye du GC – Assistant virtuel (IA),Public Services and Procurement Canada,Services publics et Approvisionnement Canada,8,10,2024
40b50513-1356-4211-ae08-53580dbd32fa,RCMP Transparency and Trust Strategy Enabled by Open Government,Stratégie de transparence et de confiance facilitée par le gouvernement ouvert de la GRC,Royal Canadian Mounted Police,Gendarmerie royale du Canada,8,10,2024
52b8574d-5c95-463b-b375-8edd092cea30,Using artificial intelligence (AI) to automate candidate evaluations in the staffing process's assessment phase,Processus de dotation avec la plateforme Knockri : un outil d’évaluation des candidatures,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,7,10,2024
a91a22ed-261b-472b-aeee-2a653ad47331,Performance results for the internal audit function,Les résultats liés au rendement de l’audit interne,Canadian Space Agency,Agence spatiale canadienne,7,10,2024
791de1ec-7fc8-48f1-a4e4-8bbaebc67080,"Single Window Initiative, Integrated Import Declaration (IID) - Regulated Commodities - Data Element Matching Criteria Table","Initiative du guichet unique, Déclaration intégrée des importations (DII) - Marchandises réglementées — tables de critères de correspondance des éléments de données",Canada Border Services Agency,Agence des services frontaliers du Canada,441,9,2024
06d31e10-a2a8-4d53-9ff3-567714a0a9f3,Canadian Charter of Rights and Freedoms in various languages,Charte canadienne des droits et libertés en différentes langues,Canadian Heritage,Patrimoine canadien,98,9,2024
5abd4282-d5b0-4ac5-ac78-7210a61befdf,Canadian Charter of Rights and Freedoms in Indigenous languages,Charte canadienne des droits et libertés en langues autochtones,Canadian Heritage,Patrimoine canadien,34,9,2024
60236652-5aa7-4452-b2e1-7f96197e927a,Policies - Temporary Foreign Worker Program,Politiques - Programme des travailleurs étrangers temporaires,Employment and Social Development Canada,Emploi et Développement social Canada,12,9,2024
3abb5c74-3bbf-4647-b1c1-fe8390e98223,The Criminal Code of Canada,Le Code criminel du Canada,Department of Justice Canada,Ministère de la Justice Canada,9,9,2024
66c24181-b6d5-445c-8d92-fda6a8294a5a,Pre-approved Routine Impact Assessments,Évaluation d’impact courante préapprouvée,Parks Canada,Parcs Canada,8,9,2024
061ee9d1-a04a-4590-a381-df8527390f68,Algorithmic Impact Assessment (AIA) - Leveraging Artificial Intelligence (AI) for backlog reduction: AI assistant prototype,L’évaluation de l’incidence algorithmique - Tirer parti de l’intelligence artificielle (IA) pour réduire les retards : prototype d’assistant IA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,7,9,2024
8e56f67a-4d16-4b53-8e0b-e020f6931f65,RCMP Release Framework of Data and Information,Cadre de diffusions des données et informations de la GRC,Royal Canadian Mounted Police,Gendarmerie royale du Canada,7,9,2024
41c5548a-600f-45c4-a1af-1ab4267314be,Canada's national report - Third Universal Periodic Review,Rapport national du Canada - Troisième examen périodique universel,Canadian Heritage,Patrimoine canadien,6,9,2024
5df94ada-6659-4bab-8a26-2a990c135380,Canada.ca topic tree,L'arborescence thématique de Canada.ca,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,6,9,2024
7e69c275-8407-4489-a27c-017e20d2da9d,Employment Equity Promotion Rate Study (2022)- Three-Year Update,Étude sur les taux de promotion des groupes désignés aux fins de l’équité en matière d’emploi (2022)- Mise à jour triennale,Public Service Commission of Canada,Commission de la fonction publique du Canada,5,9,2024
f95dbd40-1236-428c-acd1-25b7559686be,Family Class Spouses and Partners Overseas Applications,Demandes des époux et des conjoints de la catégorie du regroupement familial à l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",5,9,2024
4cc14294-b40d-40f2-bb27-201e40e1ded4,Parks Canada Carbon Atlas Series: Carbon Dynamics in the Forests of National Parks in Canada,Série de l’Atlas du carbone de Parcs Canada : Dynamique du carbone dans les forêts des parcs nationaux du Canada,Parks Canada,Parcs Canada,4,9,2024
de77fb31-436d-40f6-a784-85266b7b84aa,SSHRC's performance in 2022-23: Report on Competitions,Rendement du CRSH en 2022-2023 : Rapport sur les concours,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,4,9,2024
e6fb1803-e384-4184-845c-8f2781b85f07,Natural Resources Canada Ministerial Transition Briefing Materials 2019,Documents d’information de Ressources naturelles Canada sur la transition ministérielle 2019,Natural Resources Canada,Ressources naturelles Canada,4,9,2024
01396e33-2c69-47e5-9381-32e717943b96,Algorithmic Impact Assessment – Advanced Analytics Triage of Visitor Record Applications,Évaluation de l'incidence algorithmique – Triage au moyen de l’analytique avancée des demandes de fiche du visiteur,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",3,9,2024
17ee0902-055e-415e-b7aa-d9bee1734d35,Tuberculosis in Canada - 2010-2020 Summary Report,La tuberculose au Canada - Rapport sommaire 2010-2020,Public Health Agency of Canada,Agence de la santé publique du Canada,3,9,2024
2baf18e2-2ff8-49ce-b5a8-d512d8939dfa,Shared Services Canada Ministerial Transition 2021,Transition ministérielle 2021 de Services partagés Canada,Shared Services Canada,Services partagés Canada,3,9,2024
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,Algorithmic Impact Assessment - Advanced Analytics Triage of Overseas Temporary Resident Visa Applications,Évaluation d'incidence algorithmique - le Triage au moyen de l’analyse avancée des demandes de visa de résident temporaire présentées depuis l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",3,9,2024
8b05da69-98c3-4cc9-8eee-ce6f5378dda9,State of the Canadian Space Sector,État du secteur spatial canadien,Canadian Space Agency,Agence spatiale canadienne,3,9,2024
791de1ec-7fc8-48f1-a4e4-8bbaebc67080,"Single Window Initiative, Integrated Import Declaration (IID) - Regulated Commodities - Data Element Matching Criteria Table","Initiative du guichet unique, Déclaration intégrée des importations (DII) - Marchandises réglementées — tables de critères de correspondance des éléments de données",Canada Border Services Agency,Agence des services frontaliers du Canada,400,8,2024
60236652-5aa7-4452-b2e1-7f96197e927a,Policies - Temporary Foreign Worker Program,Politiques - Programme des travailleurs étrangers temporaires,Employment and Social Development Canada,Emploi et Développement social Canada,102,8,2024
06d31e10-a2a8-4d53-9ff3-567714a0a9f3,Canadian Charter of Rights and Freedoms in various languages,Charte canadienne des droits et libertés en différentes langues,Canadian Heritage,Patrimoine canadien,44,8,2024
5abd4282-d5b0-4ac5-ac78-7210a61befdf,Canadian Charter of Rights and Freedoms in Indigenous languages,Charte canadienne des droits et libertés en langues autochtones,Canadian Heritage,Patrimoine canadien,12,8,2024
061ee9d1-a04a-4590-a381-df8527390f68,Algorithmic Impact Assessment (AIA) - Leveraging Artificial Intelligence (AI) for backlog reduction: AI assistant prototype,L’évaluation de l’incidence algorithmique - Tirer parti de l’intelligence artificielle (IA) pour réduire les retards : prototype d’assistant IA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,9,8,2024
7344deb1-c372-4dec-999a-efd710489d62,Penetration kinetics of Superior 70 mineral oil in a potato plant,Cinétique de pénétration de l'huile minérale Superior 70 dans une plante de pomme de terre,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,6,8,2024
cea9985f-5e0f-425e-9b7e-e1d122272c56,Algorithmic Impact Assessment - ATIP Online Request Service,Évaluation d'impact algorithmique - Service de demande d’AIPRP en ligne,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,6,8,2024
bbc93ab8-3a92-44bd-a7e4-cb9cc40edeb3,Veterans Affairs Canada Facts & Figures,Faits et Chiffres d'Anciens Combattants Canada,Veterans Affairs Canada,Anciens Combattants Canada,5,8,2024
f95dbd40-1236-428c-acd1-25b7559686be,Family Class Spouses and Partners Overseas Applications,Demandes des époux et des conjoints de la catégorie du regroupement familial à l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",5,8,2024
679ef203-134d-466c-9ae0-10f03b5d66a3,RCMP Transparency and Trust Strategy - A Year-In-Review 2024,Stratégie de transparence et de confiance de la GRC - Bilan de l'année 2024,Royal Canadian Mounted Police,Gendarmerie royale du Canada,4,8,2024
01396e33-2c69-47e5-9381-32e717943b96,Algorithmic Impact Assessment – Advanced Analytics Triage of Visitor Record Applications,Évaluation de l'incidence algorithmique – Triage au moyen de l’analytique avancée des demandes de fiche du visiteur,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",3,8,2024
24d2cab2-6a0d-4234-9239-b6ce102ebabd,Reducing Employment Insurance Backlog: A Machine Learning Approach,Réduction de l'arriéré de l'Assurance-Emploi grâce à l'Intelligence Artificielle,Employment and Social Development Canada,Emploi et Développement social Canada,3,8,2024
40b50513-1356-4211-ae08-53580dbd32fa,RCMP Transparency and Trust Strategy Enabled by Open Government,Stratégie de transparence et de confiance facilitée par le gouvernement ouvert de la GRC,Royal Canadian Mounted Police,Gendarmerie royale du Canada,3,8,2024
626c0c53-a323-4f71-8d0d-3016a3d3711a,Data Strategy (Library and Archives Canada),Stratégie de données (Bibliothèque et Archives Canada),Library and Archives Canada,Bibliothèque et Archives Canada,3,8,2024
66c24181-b6d5-445c-8d92-fda6a8294a5a,Pre-approved Routine Impact Assessments,Évaluation d’impact courante préapprouvée,Parks Canada,Parcs Canada,3,8,2024
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,Algorithmic Impact Assessment - Advanced Analytics Triage of Overseas Temporary Resident Visa Applications,Évaluation d'incidence algorithmique - le Triage au moyen de l’analyse avancée des demandes de visa de résident temporaire présentées depuis l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",3,8,2024
a28cea77-b2b9-40f0-a5fe-511dc07768b6,Lyme disease awareness resources for Indigenous communities,Ressources de sensibilisation sur la maladie de Lyme pour les communautés autochtones,Public Health Agency of Canada,Agence de la santé publique du Canada,3,8,2024
adf7330d-fa81-4c0a-87a8-04a3e925db14,2021 Reports of the Commissioner of the Environment and Sustainable Development—Report 7—Environmental Petitions Annual Report,2021 — Rapports du commissaire à l’environnement et au développement durable — Rapport 7 — Rapport annuel sur les pétitions en matière d’environnement,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada,3,8,2024
daa9ca66-566f-4c2e-a285-d2e217c2a00f,Algorithmic Impact Assessment - Record of Employments (ROE) Comments Assessment,Évaluation d'impact algorithmique - Évaluation des commentaires des RE,Employment and Social Development Canada,Emploi et Développement social Canada,3,8,2024
de77fb31-436d-40f6-a784-85266b7b84aa,SSHRC's performance in 2022-23: Report on Competitions,Rendement du CRSH en 2022-2023 : Rapport sur les concours,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,3,8,2024
791de1ec-7fc8-48f1-a4e4-8bbaebc67080,"Single Window Initiative, Integrated Import Declaration (IID) - Regulated Commodities - Data Element Matching Criteria Table","Initiative du guichet unique, Déclaration intégrée des importations (DII) - Marchandises réglementées — tables de critères de correspondance des éléments de données",Canada Border Services Agency,Agence des services frontaliers du Canada,508,7,2024
60236652-5aa7-4452-b2e1-7f96197e927a,Policies - Temporary Foreign Worker Program,Politiques - Programme des travailleurs étrangers temporaires,Employment and Social Development Canada,Emploi et Développement social Canada,57,7,2024
06d31e10-a2a8-4d53-9ff3-567714a0a9f3,Canadian Charter of Rights and Freedoms in various languages,Charte canadienne des droits et libertés en différentes langues,Canadian Heritage,Patrimoine canadien,55,7,2024
5abd4282-d5b0-4ac5-ac78-7210a61befdf,Canadian Charter of Rights and Freedoms in Indigenous languages,Charte canadienne des droits et libertés en langues autochtones,Canadian Heritage,Patrimoine canadien,9,7,2024
cea9985f-5e0f-425e-9b7e-e1d122272c56,Algorithmic Impact Assessment - ATIP Online Request Service,Évaluation d'impact algorithmique - Service de demande d’AIPRP en ligne,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,9,7,2024
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,Algorithmic Impact Assessment - Passport Program Modernization Initiative,Évaluation d'incidence algorithmique - Initiative de modernisation du Programme de passeport,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",8,7,2024
40b50513-1356-4211-ae08-53580dbd32fa,RCMP Transparency and Trust Strategy Enabled by Open Government,Stratégie de transparence et de confiance facilitée par le gouvernement ouvert de la GRC,Royal Canadian Mounted Police,Gendarmerie royale du Canada,5,7,2024
0968ddc5-710e-4388-b379-184764df6f4c,Darlington New Nuclear Project - Information and Reports,Projet de nouvelle centrale nucléaire de Darlington -  Informations et rapports,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,4,7,2024
18c0e073-6ce2-4dc0-bbc6-44dcc55adb2f,Common Core Document of Canada,Document de base commun du Canada,Canadian Heritage,Patrimoine canadien,4,7,2024
2617ad25-ecab-461f-a01b-d0933dd61f6d,Operational Information Classification and Retention Structure Codes,Codes de structure de classement et de conservation des renseignements opérationnels,Royal Canadian Mounted Police,Gendarmerie royale du Canada,4,7,2024
41c5548a-600f-45c4-a1af-1ab4267314be,Canada's national report - Third Universal Periodic Review,Rapport national du Canada - Troisième examen périodique universel,Canadian Heritage,Patrimoine canadien,4,7,2024
8e56f67a-4d16-4b53-8e0b-e020f6931f65,RCMP Release Framework of Data and Information,Cadre de diffusions des données et informations de la GRC,Royal Canadian Mounted Police,Gendarmerie royale du Canada,4,7,2024
cd94b0b3-c328-4468-958e-ccd7bd140b48,Multi-Stakeholder Forum on Open Government,Forum multi-intervenants sur le gouvernement ouvert,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,4,7,2024
e7026e3f-0f67-4c2c-b204-d7ac51706431,"OSFI Appearance at the Senate Standing Committee on Banking, Commerce and the Economy, November 2, 2023","Comparution du BSIF devant le Comité sénatorial permanent des banques, du commerce et de l’économie, le 2 novembre 2023",Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,4,7,2024
f95dbd40-1236-428c-acd1-25b7559686be,Family Class Spouses and Partners Overseas Applications,Demandes des époux et des conjoints de la catégorie du regroupement familial à l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",4,7,2024
04aef505-64a0-475c-a7bc-c73ce4cc60de,Briefing package for the Minister of Energy and Natural Resources' appearance before the Standing Committe on Natural Resources (RNNR) on 18 January 2024,Documents d’information à l’intention du ministre de l'Énergie et des Ressources naturelles pour sa comparution au comité permanent des Ressources naturelles (RNNR) le 18 janvier 2024,Natural Resources Canada,Ressources naturelles Canada,3,7,2024
071c1039-209f-4159-882d-1b15d7a03fd5,Ministerial transition briefing - Minister Sajjan - 2023,Cahier d'information pour la transition ministérielle - Ministre Sajjan - 2023,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,3,7,2024
24d2cab2-6a0d-4234-9239-b6ce102ebabd,Reducing Employment Insurance Backlog: A Machine Learning Approach,Réduction de l'arriéré de l'Assurance-Emploi grâce à l'Intelligence Artificielle,Employment and Social Development Canada,Emploi et Développement social Canada,3,7,2024
2eebda92-ec09-4e53-9aeb-7c68204e0fb6,"Standing Committee on Public Safety and National Security (SECU) - March 21, 2024",Comité permanent de la sécurité publique et nationale (SECU) - le 21 mars 2024,Royal Canadian Mounted Police,Gendarmerie royale du Canada,3,7,2024
4dbb9bff-022d-4aab-a11d-0a2e1b0afaad,Tuberculosis in Canada - 2008-2018  Data,La Tuberculose au Canada - Données De 2008 À 2018,Public Health Agency of Canada,Agence de la santé publique du Canada,3,7,2024
791de1ec-7fc8-48f1-a4e4-8bbaebc67080,"Single Window Initiative, Integrated Import Declaration (IID) - Regulated Commodities - Data Element Matching Criteria Table","Initiative du guichet unique, Déclaration intégrée des importations (DII) - Marchandises réglementées — tables de critères de correspondance des éléments de données",Canada Border Services Agency,Agence des services frontaliers du Canada,518,6,2024
06d31e10-a2a8-4d53-9ff3-567714a0a9f3,Canadian Charter of Rights and Freedoms in various languages,Charte canadienne des droits et libertés en différentes langues,Canadian Heritage,Patrimoine canadien,53,6,2024
66c24181-b6d5-445c-8d92-fda6a8294a5a,Pre-approved Routine Impact Assessments,Évaluation d’impact courante préapprouvée,Parks Canada,Parcs Canada,8,6,2024
f95dbd40-1236-428c-acd1-25b7559686be,Family Class Spouses and Partners Overseas Applications,Demandes des époux et des conjoints de la catégorie du regroupement familial à l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",7,6,2024
3abb5c74-3bbf-4647-b1c1-fe8390e98223,The Criminal Code of Canada,Le Code criminel du Canada,Department of Justice Canada,Ministère de la Justice Canada,6,6,2024
71394df3-aee8-4117-92cb-a035360972a2,Health Canada Official Methods for the Testing of Tobacco Products (mainstream smoke),Méthodes officielles de Santé Canada pour traiter des produits du tabac (fumée principale de tabac),Health Canada,Santé Canada,6,6,2024
0968ddc5-710e-4388-b379-184764df6f4c,Darlington New Nuclear Project - Information and Reports,Projet de nouvelle centrale nucléaire de Darlington -  Informations et rapports,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,5,6,2024
24ae60ef-359d-4c67-aa31-a71e5e7aa88d,Briefing Package for the Minister of Natural Resources to appear before the House of Commons Standing Committee on Natural Resources (RNNR) for its study on Creating a Fair and Equitable Canadian Energy Transformation,Dossier d'information pour le ministre des Ressources naturelles pour sa comparution devant le Comité permanent des ressources naturelles (RNNR) de la Chambre des communes dans le cadre de son étude sur Favoriser une transformation juste et équitable du secteur de l'énergie du Canada,Natural Resources Canada,Ressources naturelles Canada,5,6,2024
52b8574d-5c95-463b-b375-8edd092cea30,Using artificial intelligence (AI) to automate candidate evaluations in the staffing process's assessment phase,Processus de dotation avec la plateforme Knockri : un outil d’évaluation des candidatures,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,5,6,2024
c30550a7-fa85-4aac-a685-86d278205e00,Departmental Plan - Public Services and Procurement Canada,Plan ministériel - Services publics et Approvisionnement Canada,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,5,6,2024
daa9ca66-566f-4c2e-a285-d2e217c2a00f,Algorithmic Impact Assessment - Record of Employments (ROE) Comments Assessment,Évaluation d'impact algorithmique - Évaluation des commentaires des RE,Employment and Social Development Canada,Emploi et Développement social Canada,5,6,2024
04aef505-64a0-475c-a7bc-c73ce4cc60de,Briefing package for the Minister of Energy and Natural Resources' appearance before the Standing Committe on Natural Resources (RNNR) on 18 January 2024,Documents d’information à l’intention du ministre de l'Énergie et des Ressources naturelles pour sa comparution au comité permanent des Ressources naturelles (RNNR) le 18 janvier 2024,Natural Resources Canada,Ressources naturelles Canada,4,6,2024
20270b79-244f-4175-93a9-34a9c512ecf3,Piloting Body-Worn Cameras in Iqaluit,Projet pilote de caméras d'intervention à Iqaluit,Royal Canadian Mounted Police,Gendarmerie royale du Canada,4,6,2024
240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,Algorithmic Impact Assessment – Integrity trends analysis tool,Évaluation d'incidence algorithmique -  Outil d’analyse des tendances en matière d’intégrité,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",4,6,2024
2617ad25-ecab-461f-a01b-d0933dd61f6d,Operational Information Classification and Retention Structure Codes,Codes de structure de classement et de conservation des renseignements opérationnels,Royal Canadian Mounted Police,Gendarmerie royale du Canada,4,6,2024
5abd4282-d5b0-4ac5-ac78-7210a61befdf,Canadian Charter of Rights and Freedoms in Indigenous languages,Charte canadienne des droits et libertés en langues autochtones,Canadian Heritage,Patrimoine canadien,4,6,2024
9c5d6819-ceb1-4828-ad1c-2c082f7c80ea,Transition book for the new President of the Canadian Space Agency,Cahier de transition pour nouvelle Présidente de l'Agence spatiale canadienne,Canadian Space Agency,Agence spatiale canadienne,4,6,2024
0967e209-280d-47fd-82f8-19fe6cc07441,"Briefing package for the Chairperson, PBC before the Standing Committee on Public Safety and National Security",Document d’information pour la présidente de la CLCC devant le Comité permanent de la sécurité publique et nationale,Parole Board of Canada,Commission des libérations conditionnelles du Canada,4,6,2024
40b50513-1356-4211-ae08-53580dbd32fa,RCMP Transparency and Trust Strategy Enabled by Open Government,Stratégie de transparence et de confiance facilitée par le gouvernement ouvert de la GRC,Royal Canadian Mounted Police,Gendarmerie royale du Canada,3,6,2024
5df94ada-6659-4bab-8a26-2a990c135380,Canada.ca topic tree,L'arborescence thématique de Canada.ca,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,3,6,2024
791de1ec-7fc8-48f1-a4e4-8bbaebc67080,"Single Window Initiative, Integrated Import Declaration (IID) - Regulated Commodities - Data Element Matching Criteria Table","Initiative du guichet unique, Déclaration intégrée des importations (DII) - Marchandises réglementées — tables de critères de correspondance des éléments de données",Canada Border Services Agency,Agence des services frontaliers du Canada,613,5,2024
06d31e10-a2a8-4d53-9ff3-567714a0a9f3,Canadian Charter of Rights and Freedoms in various languages,Charte canadienne des droits et libertés en différentes langues,Canadian Heritage,Patrimoine canadien,55,5,2024
17f69360-123a-4bd2-8eef-bba94468071f,"Immigration, Refugees and Citizenship Canada Glossaries","Glossaires d’Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",15,5,2024
5abd4282-d5b0-4ac5-ac78-7210a61befdf,Canadian Charter of Rights and Freedoms in Indigenous languages,Charte canadienne des droits et libertés en langues autochtones,Canadian Heritage,Patrimoine canadien,14,5,2024
0968ddc5-710e-4388-b379-184764df6f4c,Darlington New Nuclear Project - Information and Reports,Projet de nouvelle centrale nucléaire de Darlington -  Informations et rapports,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,11,5,2024
41c5548a-600f-45c4-a1af-1ab4267314be,Canada's national report - Third Universal Periodic Review,Rapport national du Canada - Troisième examen périodique universel,Canadian Heritage,Patrimoine canadien,8,5,2024
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,Algorithmic Impact Assessment - Advanced Analytics Triage of Overseas Temporary Resident Visa Applications,Évaluation d'incidence algorithmique - le Triage au moyen de l’analyse avancée des demandes de visa de résident temporaire présentées depuis l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",7,5,2024
f95dbd40-1236-428c-acd1-25b7559686be,Family Class Spouses and Partners Overseas Applications,Demandes des époux et des conjoints de la catégorie du regroupement familial à l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",7,5,2024
402aae66-9819-41fe-ad04-c651aed1239a,International Peer Review of the Office of the Auditor General of Canada,Examen du Bureau du vérificateur général du Canada par une équipe internationale de pairs,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada,6,5,2024
3abb5c74-3bbf-4647-b1c1-fe8390e98223,The Criminal Code of Canada,Le Code criminel du Canada,Department of Justice Canada,Ministère de la Justice Canada,5,5,2024
66c24181-b6d5-445c-8d92-fda6a8294a5a,Pre-approved Routine Impact Assessments,Évaluation d’impact courante préapprouvée,Parks Canada,Parcs Canada,5,5,2024
b4a417f7-5040-4328-9863-bb8bbb8568c3,International Experience Canada Work Permit Eligibility Model,Modèle de recevabilité du permis de travail d’Expérience internationale Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",5,5,2024
